Software_Version,SN,Station_ID,Fixture_ID,Carrier_SN,KB_Type,Key_Number,Key_Name,Location,ERS_Category,Key_Type,Key_Size,Dome_Size,Operator,Test_Start_Time,Test_Stop_Time,Total_Test_Time,Slope_Before_Peak_Force_gf_mm,Peak_Force_gf,Peak_Travel_mm,Return_Peak_Force_gf,Return_Peak_Travel_gf,Hysterisis_g_g,Bottom_Force_gf,Bottom_Travel_mm,Return_Bottom_Force_gf,Return_Bottom_Travel_gf,Force_Drop_gf,Click_Ratio_pct,Slope_After_Peak_Force_gf_mm,Final_Slope_gf_mm,Back_Slope_gf_mm,Make_Force_gf,Make_Point_mm,Make_Pt_pct_Travel_pct,Drop_Stroke_Relative_to_Peak_Travel_gf,Travel_80gf_mm,Travel_160gf_mm,Travel_500_gf_mm,Area_Whole_Downstroke_gf_mm,Off_Force_gf,Off_Point_mm,OnBm_Force_g,On_Resit_ohm,Off_Resist_ohm,Ext_Force_gf_OK_NG,Key_Result_OK_NG,Slope_Before_Peak_Force_gf_mm_OK_NG,Peak_Force_gf_OK_NG,Peak_Travel_mm_OK_NG,Return_Peak_Force_gf_OK_NG,Return_Peak_Travel_gf_OK_NG,Hysterisis_g_g_OK_NG,Bottom_Force_gf_OK_NG,Bottom_Travel_mm_OK_NG,Return_Bottom_Force_gf_OK_NG,Return_Bottom_Travel_gf_OK_NG,Force_Drop_gf_OK_NG,Click_Ratio_pct_OK_NG,Slope_After_Peak_Force_gf_mm_OK_NG,Final_Slope_gf_mm_OK_NG,Back_Slope_gf_mm_OK_NG,Make_Force_gf_OK_NG,Make_Point_mm_OK_NG,Make_Pt_pct_Travel_pct_OK_NG,Drop_Stroke_Relative_to_Peak_Travel_gf_OK_NG,Travel_80gf_mm_OK_NG,Travel_160gf_mm_OK_NG,Travel_500gf_mm_OK_NG,Area_Whole_Downstroke_gf_mm_OK_NG,Off_Force_gf_OK_NG,Off_Point_mm_OK_NG,OnBm_Force_g_OK_NG,On_Resit_ohm_OK_NG,Off_Resist_ohm_OK_NG,Ext_Force_gf_OK_NG_1,Probe Speed,MO,Spec,VisionFlag,MakeErrCode,PF_MF,PF_MF_OK_NG,MT_PT,MT_PT_OK_NG,MakeForce_Return,MakeTravel_Return,MakeThres,MakeInterval,Make600,Make_Code,MF_MFAverage,MF_MFAverage_OKNG,MF_MFAverage_Large,MF_MFAverage_Large_OKNG,MF_MFAverage_Small,MF_MFAverage_Small_OKNG,MF_MFAverage_1x1,MF_MFAverage_1x1_OKNG,160T_PT,160T_PT_OKNG,PF_Hysteresis,PF_Hysteresis_OKNG,BF_Hysteresis,BF_Hysteresis_OKNG
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,11,F10,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,196.0556,60.9138,0.3201, , , ,26.6497,0.5934, , ,34.26,56.25,119.6687,803.368, , , , ,0.4196,0.7397,0.8633, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.0862,OK,-0.3201,OK, , ,485,484,600, ,250,OK,250,OK,250,OK,250,OK,0.5432,OK,-189.0862,OK,-223.3503,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,12,F11,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,196.0067,58.6522,0.3086, , , ,26.1654,0.5957, , ,32.49,55.39,107.8902,798.0182, , , , ,0.4338,0.7424,0.8667, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-191.3478,OK,-0.3086,OK, , ,457,456,600, ,250,OK,250,OK,250,OK,250,OK,0.558,OK,-191.3478,OK,-223.8346,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,13,F12,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,185.3955,58.664,0.3253, , , ,24.9844,0.6025, , ,33.68,57.41,115.9303,815.1244, , , , ,0.4259,0.7512,0.8733, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-191.336,OK,-0.3253,OK, , ,478,477,600, ,250,OK,250,OK,250,OK,250,OK,0.548,OK,-191.336,OK,-225.0156,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,14,POWER,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,192.4852,58.4656,0.313, , , ,25.3482,0.6008, , ,33.12,56.64,109.7918,822.3964, , , , ,0.4359,0.7489,0.8702, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-191.5344,OK,-0.313,OK, , ,433,432,600, ,250,OK,250,OK,250,OK,250,OK,0.5572,OK,-191.5344,OK,-224.6518,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,15,TILDE,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,189.6802,59.5896,0.3232, , , ,26.7537,0.5959, , ,32.84,55.1,114.767,807.622, , , , ,0.4197,0.743,0.866, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-190.4104,OK,-0.3232,OK, , ,478,477,600, ,250,OK,250,OK,250,OK,250,OK,0.5428,OK,-190.4104,OK,-223.2463,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,16,NUM1,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,189.3231,59.485,0.3233, , , ,24.6259,0.6044, , ,34.86,58.6,118.4817,830.7362, , , , ,0.4296,0.7528,0.8731, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-190.515,OK,-0.3233,OK, , ,481,480,600, ,250,OK,250,OK,250,OK,250,OK,0.5499,OK,-190.515,OK,-225.3741,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,17,NUM2,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,195.3575,59.2929,0.3129, , , ,24.9655,0.6084, , ,34.33,57.89,111.0098,828.2755, , , , ,0.4423,0.7552,0.8758, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-190.7071,OK,-0.3129,OK, , ,341,340,600, ,250,OK,250,OK,250,OK,250,OK,0.5629,OK,-190.7071,OK,-225.0345,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,18,NUM3,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,192.4976,58.7663,0.3145, , , ,24.2423,0.6051, , ,34.52,58.75,113.5236,838.4919, , , , ,0.4386,0.7531,0.8725, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-191.2337,OK,-0.3145,OK, , ,459,458,600, ,250,OK,250,OK,250,OK,250,OK,0.558,OK,-191.2337,OK,-225.7577,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,19,NUM4,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,190.5325,59.7483,0.3227, , , ,26.0176,0.6056, , ,33.73,56.45,113.805,817.7466, , , , ,0.4318,0.7545,0.8764, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-190.2517,OK,-0.3227,OK, , ,482,481,600, ,250,OK,250,OK,250,OK,250,OK,0.5536,OK,-190.2517,OK,-223.9824,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,20,NUM5,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,179.9909,57.3671,0.3273, , , ,24.2429,0.6048, , ,33.12,57.74,113.8336,819.5201, , , , ,0.4278,0.7551,0.8767, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-192.6329,OK,-0.3273,OK, , ,532,531,600, ,250,OK,250,OK,250,OK,250,OK,0.5494,OK,-192.6329,OK,-225.7571,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,21,NUM6,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,190.3353,58.3183,0.3155, , , ,24.4228,0.6077, , ,33.9,58.12,110.7883,809.6799, , , , ,0.4423,0.7578,0.8806, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-191.6817,OK,-0.3155,OK, , ,418,417,600, ,250,OK,250,OK,250,OK,250,OK,0.5651,OK,-191.6817,OK,-225.5772,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,22,NUM7,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,184.2869,56.9533,0.3178, , , ,24.2884,0.6017, , ,32.66,57.35,109.7075,808.9304, , , , ,0.4358,0.7536,0.8765, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-193.0467,OK,-0.3178,OK, , ,480,479,600, ,250,OK,250,OK,250,OK,250,OK,0.5586,OK,-193.0467,OK,-225.7116,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,23,NUM8,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,187.6891,59.0386,0.3235, , , ,26.2255,0.6013, , ,32.81,55.58,112.6082,816.8707, , , , ,0.4252,0.7487,0.8707, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-190.9614,OK,-0.3235,OK, , ,484,483,600, ,250,OK,250,OK,250,OK,250,OK,0.5471,OK,-190.9614,OK,-223.7746,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,24,NUM9,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,191.3469,60.9606,0.3278, , , ,24.2489,0.6107, , ,36.71,60.22,124.1958,827.4258, , , , ,0.4322,0.76,0.8806, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.0394,OK,-0.3278,OK, , ,339,338,600, ,250,OK,250,OK,250,OK,250,OK,0.5529,OK,-189.0394,OK,-225.7511,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,25,NUM0,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,196.3442,61.7362,0.3239, , , ,27.1221,0.5939, , ,34.61,56.07,122.3871,809.7581, , , , ,0.4128,0.7367,0.8595, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-188.2638,OK,-0.3239,OK, , ,481,480,600, ,250,OK,250,OK,250,OK,250,OK,0.5356,OK,-188.2638,OK,-222.8779,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,26,MINUS,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,191.6664,58.8091,0.316, , , ,25.0942,0.6057, , ,33.71,57.33,111.1168,798.4132, , , , ,0.4404,0.7565,0.8807, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-191.1909,OK,-0.316,OK, , ,482,481,600, ,250,OK,250,OK,250,OK,250,OK,0.5646,OK,-191.1909,OK,-224.9058,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,27,EQUAL,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,188.745,58.9465,0.3213, , , ,24.8056,0.6001, , ,34.14,57.92,116.9054,823.0581, , , , ,0.4272,0.7485,0.8697, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-191.0535,OK,-0.3213,OK, , ,314,313,600, ,250,OK,250,OK,250,OK,250,OK,0.5484,OK,-191.0535,OK,-225.1944,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,28,DELETE,M,,L,1x1.5,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,197.5653,59.1232,0.3087, , , ,26.5338,0.5897, , ,32.59,55.12,110.5595,806.5038, , , , ,0.4277,0.7364,0.8596, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-190.8768,OK,-0.3087,OK, , ,453,452,600, ,250,OK,250,OK,250,OK,250,OK,0.5509,OK,-190.8768,OK,-223.4662,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,29,TAB,M,,L,1x1.5,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,187.1723,57.4375,0.3158, , , ,24.5948,0.6025, , ,32.84,57.18,109.2625,823.9636, , , , ,0.4364,0.7522,0.8733, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-192.5625,OK,-0.3158,OK, , ,476,475,600, ,250,OK,250,OK,250,OK,250,OK,0.5574,OK,-192.5625,OK,-225.4052,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,30,Q,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,191.8529,60.0351,0.3221, , , ,24.9889,0.601, , ,35.05,58.38,120.0646,815.6633, , , , ,0.4261,0.7483,0.8703, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.9649,OK,-0.3221,OK, , ,458,457,600, ,250,OK,250,OK,250,OK,250,OK,0.5482,OK,-189.9649,OK,-225.0111,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,31,W,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,190.0652,59.6393,0.3229, , , ,26.4104,0.6006, , ,33.23,55.72,114.1247,799.3718, , , , ,0.4244,0.7473,0.8714, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-190.3607,OK,-0.3229,OK, , ,449,448,600, ,250,OK,250,OK,250,OK,250,OK,0.5485,OK,-190.3607,OK,-223.5896,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,32,E,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,190.6801,61.8727,0.3336, , , ,26.9887,0.6054, , ,34.88,56.38,122.5676,788.9072, , , , ,0.4201,0.7537,0.8792, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-188.1273,OK,-0.3336,OK, , ,482,481,600, ,250,OK,250,OK,250,OK,250,OK,0.5455,OK,-188.1273,OK,-223.0113,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,33,R,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,197.3515,62.7483,0.3274, , , ,26.8456,0.5996, , ,35.9,57.22,126.0783,797.8361, , , , ,0.4168,0.7443,0.8685, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-187.2517,OK,-0.3274,OK, , ,387,386,600, ,250,OK,250,OK,250,OK,250,OK,0.5411,OK,-187.2517,OK,-223.1544,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,34,T,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,193.8993,57.8991,0.3079, , , ,24.9088,0.5942, , ,32.99,56.98,109.9215,806.1473, , , , ,0.4343,0.7422,0.8655, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-192.1009,OK,-0.3079,OK, , ,459,458,600, ,250,OK,250,OK,250,OK,250,OK,0.5576,OK,-192.1009,OK,-225.0912,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00990A,IRI_JRS_23,Left,LEFT,X3207,35,Y,M,,L,1x1,Large, ,2024/7/2 1:24,2024/7/2 1:26,93,187.9605,60.309,0.3299, , , ,25.8525,0.6, , ,34.46,57.13,121.7677,816.5049, , , , ,0.417,0.7468,0.8688, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.691,OK,-0.3299,OK, , ,467,466,600, ,250,OK,250,OK,250,OK,250,OK,0.5389,OK,-189.691,OK,-224.1475,OK
