Software_Version,SN,Station_ID,Fixture_ID,Carrier_SN,KB_Type,Key_Number,Key_Name,Location,ERS_Category,Key_Type,Key_Size,Dome_Size,Operator,Test_Start_Time,Test_Stop_Time,Total_Test_Time,Slope_Before_Peak_Force_gf_mm,Peak_Force_gf,Peak_Travel_mm,Return_Peak_Force_gf,Return_Peak_Travel_gf,Hysterisis_g_g,Bottom_Force_gf,Bottom_Travel_mm,Return_Bottom_Force_gf,Return_Bottom_Travel_gf,Force_Drop_gf,Click_Ratio_pct,Slope_After_Peak_Force_gf_mm,Final_Slope_gf_mm,Back_Slope_gf_mm,Make_Force_gf,Make_Point_mm,Make_Pt_pct_Travel_pct,Drop_Stroke_Relative_to_Peak_Travel_gf,Travel_80gf_mm,Travel_160gf_mm,Travel_500_gf_mm,Area_Whole_Downstroke_gf_mm,Off_Force_gf,Off_Point_mm,OnBm_Force_g,On_Resit_ohm,Off_Resist_ohm,Ext_Force_gf_OK_NG,Key_Result_OK_NG,Slope_Before_Peak_Force_gf_mm_OK_NG,Peak_Force_gf_OK_NG,Peak_Travel_mm_OK_NG,Return_Peak_Force_gf_OK_NG,Return_Peak_Travel_gf_OK_NG,Hysterisis_g_g_OK_NG,Bottom_Force_gf_OK_NG,Bottom_Travel_mm_OK_NG,Return_Bottom_Force_gf_OK_NG,Return_Bottom_Travel_gf_OK_NG,Force_Drop_gf_OK_NG,Click_Ratio_pct_OK_NG,Slope_After_Peak_Force_gf_mm_OK_NG,Final_Slope_gf_mm_OK_NG,Back_Slope_gf_mm_OK_NG,Make_Force_gf_OK_NG,Make_Point_mm_OK_NG,Make_Pt_pct_Travel_pct_OK_NG,Drop_Stroke_Relative_to_Peak_Travel_gf_OK_NG,Travel_80gf_mm_OK_NG,Travel_160gf_mm_OK_NG,Travel_500gf_mm_OK_NG,Area_Whole_Downstroke_gf_mm_OK_NG,Off_Force_gf_OK_NG,Off_Point_mm_OK_NG,OnBm_Force_g_OK_NG,On_Resit_ohm_OK_NG,Off_Resist_ohm_OK_NG,Ext_Force_gf_OK_NG_1,Probe Speed,MO,Spec,VisionFlag,MakeErrCode,PF_MF,PF_MF_OK_NG,MT_PT,MT_PT_OK_NG,MakeForce_Return,MakeTravel_Return,MakeThres,MakeInterval,Make600,Make_Code,MF_MFAverage,MF_MFAverage_OKNG,MF_MFAverage_Large,MF_MFAverage_Large_OKNG,MF_MFAverage_Small,MF_MFAverage_Small_OKNG,MF_MFAverage_1x1,MF_MFAverage_1x1_OKNG,160T_PT,160T_PT_OKNG,PF_Hysteresis,PF_Hysteresis_OKNG,BF_Hysteresis,BF_Hysteresis_OKNG
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,11,F10,M,,AF,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,269.2612,68.7021,0.2637, , , ,27.4861,0.4842, , ,41.22,59.99,176.5129,972.7501, ,37.5225,0.6265,78.53,0.4368,0.7005,0.7978, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,31.1796,OK,0.3628,OK, , ,502,502,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5341,OK,-181.2979,OK,-222.5139,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,12,F11,M,,AF,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,307.66,67.9251,0.2303, , , ,26.3733,0.4543, , ,41.55,61.17,175.3243,953.9881, ,36.8988,0.5808,76.38,0.4313,0.6616,0.7604, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,31.0263,OK,0.3505,OK, , ,395,395,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5301,OK,-182.0749,OK,-223.6266,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,13,F12,M,,AF,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,304.4177,68.1733,0.2334, , , ,28.2186,0.4478, , ,39.95,58.61,175.7009,967.321, ,38.06,0.579,76.58,0.425,0.6584,0.7561, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,30.1133,OK,0.3456,OK, , ,396,396,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5227,OK,-181.8267,OK,-221.7814,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,14,TILDE,M,,AF,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,295.246,66.2967,0.2338, , , ,27.3779,0.4581, , ,38.92,58.7,164.0062,1054.322, ,37.4123,0.5911,77.69,0.4361,0.6699,0.7608, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,28.8844,OK,0.3573,OK, , ,400,400,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.527,OK,-183.7033,OK,-222.6221,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,15,NUM1,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,309.0446,67.4791,0.2279, , , ,27.1328,0.456, , ,40.35,59.79,167.3422,1029.6307, ,37.2871,0.5886,77.22,0.4417,0.6695,0.7622, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,30.192,OK,0.3607,OK, , ,552,552,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5344,OK,-182.5209,OK,-222.8672,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,16,NUM2,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,310.1245,69.3653,0.2332, , , ,29.7434,0.4454, , ,39.62,57.12,175.9407,985.4575, ,38.553,0.5703,76.57,0.4154,0.6486,0.7448, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,30.8124,OK,0.3371,OK, , ,400,400,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5116,OK,-180.6347,OK,-220.2566,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,17,NUM3,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,286.3268,66.5411,0.2414, , , ,26.98,0.4591, , ,39.56,59.45,171.4846,1001.6966, ,35.8286,0.5751,76.1,0.4195,0.6609,0.7558, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,30.7125,OK,0.3337,OK, , ,396,396,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5144,OK,-183.4589,OK,-223.02,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,18,NUM4,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,302.044,68.5088,0.2362, , , ,28.6885,0.4552, , ,39.82,58.12,171.6375,1004.3831, ,37.6778,0.5821,76.81,0.427,0.6632,0.7579, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,30.831,OK,0.3459,OK, , ,444,444,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5217,OK,-181.4912,OK,-221.3115,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,19,NUM5,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,314.2831,68.9223,0.2289, , , ,30.3704,0.4456, , ,38.55,55.94,167.8371,995.1371, ,38.0629,0.5657,75.64,0.4236,0.6525,0.7479, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,30.8594,OK,0.3368,OK, , ,525,525,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.519,OK,-181.0777,OK,-219.6296,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,20,NUM6,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,319.4114,71.1755,0.2326, , , ,29.4671,0.4525, , ,41.71,58.6,179.0839,1001.9838, ,36.54,0.5845,76.61,0.4355,0.6681,0.7629, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,34.6355,OK,0.3519,OK, , ,396,396,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5303,OK,-178.8245,OK,-220.5329,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,21,NUM7,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,304.3465,68.6373,0.235, , , ,27.0485,0.455, , ,41.59,60.59,178.4945,1041.132, ,35.4501,0.5936,77.46,0.4395,0.6744,0.7663, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,33.1872,OK,0.3586,OK, , ,396,396,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5313,OK,-181.3627,OK,-222.9515,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,22,NUM8,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,312.9044,70.7952,0.2359, , , ,28.5795,0.4673, , ,42.22,59.63,172.7319,953.2509, ,36.6119,0.5887,76.64,0.4333,0.6691,0.7681, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,34.1833,OK,0.3528,OK, , ,493,493,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5322,OK,-179.2048,OK,-221.4205,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,23,NUM9,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,309.7523,68.6429,0.2311, , , ,26.8528,0.4643, , ,41.79,60.88,169.7399,1027.5624, ,34.465,0.5827,76.18,0.441,0.6721,0.765, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,34.1778,OK,0.3516,OK, , ,469,469,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5338,OK,-181.3571,OK,-223.1472,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,24,NUM0,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,326.9636,70.561,0.2257, , , ,30.3689,0.4421, , ,40.19,56.96,175.205,953.3376, ,37.0963,0.566,75.61,0.4239,0.6496,0.7485, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,33.4647,OK,0.3403,OK, , ,396,396,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5228,OK,-179.439,OK,-219.6311,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,25,MINUS,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,309.7695,69.1724,0.2328, , , ,28.7321,0.4501, , ,40.44,58.46,175.5978,930.5786, ,35.5146,0.5818,76.37,0.428,0.6609,0.7619, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,33.6578,OK,0.349,OK, , ,397,397,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.529,OK,-180.8276,OK,-221.2679,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,26,EQUAL,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,292.9151,66.3098,0.2356, , , ,25.4977,0.4598, , ,40.81,61.55,172.0567,995.6096, ,34.7044,0.5898,76.59,0.4391,0.6747,0.77, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,31.6054,OK,0.3542,OK, , ,507,507,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5345,OK,-183.6902,OK,-224.5023,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,27,DELETE,M,,H,1x1.5,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,290.8786,67.4716,0.2411, , , ,26.1453,0.4676, , ,41.33,61.25,172.5539,1072.2184, ,32.2189,0.5724,75.49,0.4275,0.6686,0.7582, , , , , , , , ,NG,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,35.2527,NG,0.3313,OK, , ,473,473,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5172,OK,-182.5284,OK,-223.8547,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,28,TAB,M,,H,1x1.5,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,279.2702,67.536,0.2507, , , ,26.0446,0.478, , ,41.49,61.44,172.6629,1119.7949, ,33.4219,0.5819,76.69,0.4216,0.6723,0.7587, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,34.1141,OK,0.3312,OK, , ,404,404,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5081,OK,-182.464,OK,-223.9554,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,29,Q,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,298.5322,69.421,0.2418, , , ,28.53,0.4581, , ,40.89,58.9,178.3314,1074.3606, ,38.3182,0.582,77.51,0.4196,0.6614,0.7509, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,31.1027,OK,0.3402,OK, , ,574,574,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.509,OK,-180.579,OK,-221.47,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,30,W,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,304.2131,69.9357,0.2393, , , ,29.5379,0.458, , ,40.4,57.76,174.3562,1012.2367, ,39.7293,0.5858,77.38,0.4238,0.6631,0.7571, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,30.2064,OK,0.3465,OK, , ,399,399,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5178,OK,-180.0643,OK,-220.4621,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,31,E,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,328.8313,72.1481,0.2293, , , ,29.9018,0.455, , ,42.25,58.55,176.9843,905.3106, ,39.6078,0.5822,76.6,0.4274,0.6567,0.7601, , , , , , , , ,NG,OK,NG,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,32.5403,OK,0.3529,OK, , ,424,424,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5308,OK,-177.8519,OK,-220.0982,OK
3-0-46_1-0-0,MB240927V2148SS01LX50041101,IRI_JRS_30,Left,LEFT,X2143,32,R,M,,A,1x1,Large, ,2024-11-4 21:03,2024-11-4 21:03,8,303.2957,68.7532,0.2361, , , ,28.3669,0.4556, , ,40.39,58.74,173.7029,989.7362, ,37.2286,0.577,76.43,0.423,0.6591,0.7549, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, ,OK,OK,OK,OK,OK,OK, , , , , , , , ,AA-10,,Type L center,0, ,31.5246,OK,0.3409,OK, , ,484,484,600, ,38.2938,OK,37.2767,OK,56.8553,OK,37.6559,OK,0.5188,OK,-181.2468,OK,-221.6331,OK
